text,vulgar,hate,religious,threat,troll,Insult
কমেন্ট না করে পারলাম না নামাজের ব্যাপার টা অনেক ভাল্লাগছে ধন্যবাদ পরিচালক কে,0,0,0,0,0,0
জাস্টফ্রেন্ড বা বেষ্টফ্রেন্ড নাম হলে আরও সুন্দর হতশেষে নিশুর সাথে বিয়ে হলে আরও সুন্দর হত,0,0,0,0,0,0
মাদার চুদ কিসের সোনার পিতা মালাউনের বাচচা,1,0,1,0,0,1
‘না না... সুস্থ হোক... আচ্ছা ভাই কিছু মনে করবেন না...কিছু টাকা পাঠাবো? চিকিৎসার জন্য?’,0,0,0,0,0,0
কেক খাওয়া শেষ করলে আমরা এদের ফুচকা খাওাবো,0,0,0,0,0,0
আরিপ্পা তোকে চুদনমেনিয়ায় আক্রান্ত রোগী মনে হচ্ছে!,1,0,0,0,0,1
তিনি রিপ্লে দিতো - ইউ মে গো নাও স্যার।সরি ফর ডিস্টার্বিং! 😛,0,0,0,0,0,0
ভন পাগল হয়ে গেছে,0,0,0,0,1,0
শেষ মুহূর্তে কেন্সেল করতে হয়েছে,0,0,0,0,0,0
যে ঔষধ খেলে মেয়েরা সহবাস করার জন্য পাগল হয়ে উঠে,1,0,0,0,0,0
"যেদিন পত্রিকায় বিজ্ঞাপন দেয়া হলো, সেদিন সকাল ৮ টার দিকেই ফোন আসলো",0,0,0,0,0,0
খুব ভালো লাগলোতবে কিছুটা আমার সাথে মিলে যাবে মনে হয়,0,0,0,0,0,0
নাটকের শেষ টা অসাধারণ ছিলো,0,0,0,0,0,0
"কেউ যদি বলি ""আমি পরকালে বিশ্বাস করিনা"" তাহলে কি ইসলাম ধর্ম কে কটাক্ষ করা হলো? এতে কি আপনার ধর্মানুভূতিতে আঘাত লাগে? কিন্তু ঠিক এই কথাটা বলার জন্যই ছোটপর্দার মডেল, অভিনেত্রীর সাফা কবিরের সম্মুখীন হতে হচ্ছে গণমাধ্যমের রোষের । এতে কি কোন অপরাধ হয়? আপনি কি ৫৭ ধারায় মামলা দিতে পারবেন? এত ঠুনকো অনুভুতি নিয়ে আপনারা ফেসবুকে আসেন কেন? উনি কিন্তু আপনার আমার ধর্ম বা বিশ্বাস নিয়ে কোন কথা বলেননি। উনি কিন্তু ইসলাম নিয়ে একটা কথাও বলেননি। আপনি কি বিশ্বাস করবেন তাও না। শুধু উনি কি বিশ্বাস করেন সেটা বলেছেন। সবাই তো এক না, এক এক জন এক এক জিনিস বিশ্বাস করতেই পারি, এই কারনেই তো আমরা সবাই আলাদা। কিন্তু এই কারনেই ফেসবুকে ঝড় উঠছে। তাকে অকথ্য ভাষায় গালাগাল করছেন মুসলিম ভাইরা। তাকে নিয়ে ট্রল করে হচ্ছে। কিছু উদাহরণ দিচ্ছিঃ আপনি যাকে বাবা ডাকেন সেই লোকটি যে আপনার বাবা এটা আপনি জানলেন কিভাবে? আম গাছে আম ধরে,জাম গাছে জাম ।পরিবার থেকে যেমন শিক্ষা পেয়েছে ।সে তো তেমনি হবে আপনি কি আপনার মা-বাবাকে যৌন সঙ্গম করতে দেখেছেন? খান** কপালে জুতা মারি বে**** এটা কি করলি? এখনও সময় আছে আল্লাহর কাছে তওবা করে মাপ চাও",1,0,1,1,0,1
আসলেই সত্যি অসাধারণ একটা নাটক নাটকটি দেখে অনেক মজা ও পেয়েছি আবার অনেক দুঃখ ও পেয়েছি আমাদের সমাজে এমন সব ঘটনা হরহামেশাই ঘটে থাকে তারই সত্যতা প্রকাশ পেয়েছে এই নাটকটির মধ্যে বৃন্দাবন দাস লাভলু আল হাজেন দিপু হাজরা আরো কিছু পরিচালক আছেন নাম মনে নেই এই মুহূর্তে আমার এরা আসলেই অভিনয় জগতে বাংলাদেশের মুখ উজ্জ্বল করে রেখেছেন আমি ব্যক্তিগত ভাবে এই সকল পরিচালক সাহেব দের কে ধন্যবাদ জানাচ্ছি আমার জীবনে আমি কত সংখ্যক বাংলা নাটক দেখেছি তার কোন হিসাব নাই ও আর একটা কথা না বললেই নয় বাংলাদেশের চলচ্চিত্র অভিনেতা অভিনেত্রী দের ছেয়ে নাটকের অভিনেতা অভিনেত্রী এরা সবাই অনেক অনেক ভালো অভিনয় করেন আমি তাদের সবাইকে ও শুভেচ্ছা ধন্যবাদ জানাই তারা যেন সবাই মিলে এ ধারা অব্যাহত রাখেন ধন্যবাদ সবাইকে,0,0,0,0,0,0
কোনটা পড়বেন?,0,0,0,0,0,0
কাফের মানে ভালো শব্দ তাই না। তে হিন্দু রা তো আমাদের কাফের বলে ডাকে না আমরা কেন ডাকি,0,0,1,0,0,0
এই নাস্তিক কে জুতা পেটা করা উচিত,0,0,0,1,0,1
অপূর্ব ভাই সুপার নাটক করেন আপনি আপনাকে আমার অনেক ভালোলাগে ধন্যবাদ এত সুন্দর নাটক আমাদের উপহার দেবার জন্য,0,0,0,0,0,0
"পদ্মা সেতুর উন্নয়নের ক্রেডিট নিবে আওয়ামীলীগ, তরিকুল ইসলামের ভাঙ্গা পায়ের ক্রেডিট কে নিবে?",0,1,0,0,0,0
"জোরে পাস, জোরে ধরে জোরে পাস লাগা",1,0,0,0,0,0
তগো এর ভিত্রে কবুতর রা হাততালি করতে করতে করতাসে.. সেদিন কবুতর এর ছটফটানি শুনে ঝাঁপিয়ে পড়তাম,1,0,0,0,0,0
অসাধারণ প্রথমে যতটা হেসেছি লাস্টে তারচে বেশি কেঁদেছি নিসু বস পারেওতিশার অভিনয়ও দারুণ ছিল,0,0,0,0,0,0
আসোলে বিএনপি একটা রাজাকার সভায় জেনে গেছে,0,1,0,0,0,0
জুতার বারি তোর কপালে বাজারের পতিতা,1,0,0,1,0,1
মুসলিম গরু চোর সন্ত্রাসী বাংলাদেশীদের হিন্দুস্থান থেকে বাহির হতে হবেই,0,0,1,0,0,0
ভারতে এই ধরণের কোনো নাটকই হয় না শুধুই সিরিয়াল হয় তাই আমি এই নাটক গুলি দেখি অপূর্ব ও মেহজাবিন অপূর্ব,0,0,0,0,0,0
অনেক বেশি ভাল অভিনয় খুব বেশি ভাল লাগল অনেক অনেক অনেক সুন্দর,0,0,0,0,0,0
"এরা কাজ করতে পারবে না, নির্বাচন করতে পারবে না ।",0,1,0,0,0,0
মায়ানমারের সমস্যায়ও শিবিরের হাত থাকতে পারে।,0,0,0,0,1,0
কেউ এখন ক্ষমতায় না ২১ শে মার্চের মত গ্রেনেড হামলা করে কবেই আ লীগকে উরিয়ে নামাতে হত ।,0,0,0,1,0,0
খুনী জিয়া যদি নামরত তবে বাংলার সবাধীনতা থাকতনা ।,0,1,0,0,0,0
‘৩২’,0,0,0,0,0,0
অসাধারণ নাটকধন্যবাদ বৃদাবন দাস স্যারকে অনেক ধন্যবাদ এইরকম নাটক উপহার দেওয়ার জন্য,0,0,0,0,0,0
এমন চুলে অপূর্ব ভাইকে এই প্রথম দেখাম তবে এই লুকে তাকে দেখতে ভালোই লাগছেআর তানজিন তিসার সব কিছুই ঠিক ছিলো ড্রেসআপ গেটআপ এমনকি অভিনয়টাও দারুন করছেকিন্তু বুকের কাপড়টা অভিনয়ের ক্যারেকটারের সাথে ঠিক মানানসই নয় কারন বেশির ভাগ সময়ই তার বুকের ওড়না ক্যারেকটার অনুযায়ী সঠিক স্থানে ছিলো না,0,0,0,0,0,0
শুভ অনেক ভদ্র এবং নামাজি অনেক ভালো লেগেছে,0,0,0,0,0,0
নিশো ভাইকে অনেক ধন্যবাদ এতো ভালো নাটকের জন্য,0,0,0,0,0,0
নতুন করে কিছু বলার নাই গর্ব হয় এমন দেশের জন্মে যেখানে এতো সুন্দর নাটক হয়৷ না হোক বলিউড এর মত সিনামা তাততে কি আমাদের মতো নাটোক কেউ পারবেনা,0,0,0,0,0,0
"মরছে মানুষ কাঁদছে দেশ, রুখে দাড়াও বাংলাদেশ",0,1,0,0,0,0
"মরলে বুঝবি পরকাল কি জিনিস,ইচ্ছা করে জুতা দিয়ে পিটাই তোর যে মুখ দিয়ে বলচোচ বিশ্বাস করোছনা সেটা ভেঙ্গে দিই,,,,,,,,,,,,,ডাস্টবিনে জন্ম",0,0,1,1,0,1
"বিয়েতেই যেহেতু তোদের আপত্তি, অতএব তোদের জন্য মাগনা চোদন ই ভাল",1,0,0,0,0,1
ধধন্যবাদ পরিচালক কে এতো সুন্দর একটি নাটক উপহার দেওয়ার জন্য,0,0,0,0,0,0
ভাঁওতাবাজি বাদ দাও...গরু মেরে জুতা দান!জনগণ সব বুঝে...,0,0,0,1,0,0
নামাজের দাওয়াত দেওয়া খুবই ভাল লাগল,0,0,0,0,0,0
চোখে দেখে চীন আমাদের প্রকৃত বন্ধু অতএব ভারত নিপাত যাক,0,1,0,0,0,0
কিছুই হবেনা। সব মিডিয়ার বাড়াবাড়ি। ভারত পাকিস্তানকে পাগলা কুত্তায় কামড়ায়নি যে একজন আরেকজনকে ভয়াবহ আক্রমণ করবে। ওইরকম মাঝেমাঝে দুইচারআটদশজন মরবে। তার বেশিকিছু হবেনা,0,1,0,0,0,0
রাণু দির মতো তোমাদের প্রধানমন্ত্রী নরেন্দ্র মোদী ও তো চরম অকৃতিজ্ঞ ও অহংকারী ব্যক্তি;যে তিনি চা এর দোকান থেকে আজ প্রধানমন্ত্রী সেইটা ভুলেই গিয়েছেন,0,1,0,0,0,0
খালেদা কে নিরপেক্ষ মানচিত্র থেকে জবাব দিতে হবে,0,0,0,1,0,0
এই শালিরে মুদির সাথে বিয়ে দিয়ে ভারত পাঠিয়ে দাও তাহলে আর ও কাছ থেকে অনেক ভাল করে শোক দিবস পালন করতে পারব।,0,1,0,0,0,0
সুন্দর গল্প সাথে একটা সুন্দর একটা মেসেজ আমার দেখা একটা সেরা নাটক,0,0,0,0,0,0
নাটকের শেষ সিন টা ধারুণ ছিলরিয়াজ ভাইয়ের জন্য শুভকামনা এন্ড ভালোবাসাওনার সব নাটকী দেখা হয়আরো নতুন কিছুর আশা রাখছি,0,0,0,0,0,0
জীবনে কথা কওয়ার আগে হিসাব কনরা কথা কবি কারে কি কইতাছোস,0,1,0,0,0,0
আচ্ছা দেখি ...,0,0,0,0,0,0
ওদের হাতে নারী ও পতাকা-কোনটাই নিরাপদ না,0,0,0,0,1,1
আসলেই সিরিয়াস সমস্যা... মাছি না উড়লে ভাবি ফর্মালিন দেয়া আছে... উড়লে ভাবি হাইজেনিক তো?,0,0,0,0,0,0
তিশার অভিনয় অনেক সুন্দর হইছে,0,0,0,0,0,0
"শালা, তোর কপালে খারাপী আছে",0,0,0,1,0,0
এইসব তো বাচ্চাকে বিষ দিয়ে মারা ।,0,0,0,1,0,0
মোটামুটি প্রেমের বিয়ে না পছন্দ করে বিয়ে,0,0,0,0,0,0
জেলাস ত্যাগ করো সব কষ্টের অবসান হবে,0,0,0,0,0,0
"জাতি হিসাবে যে আমরা কতটুকু নিরলজ্জ, বেহায়া, তা কমেন্টগুলি পড়লেই বোঝা যাবে।।।এই মেয়েটিরও বাবা-মা-ভাই- বন্ধু আছে।।। আমাদের আদব লেহাজ সভ্যতা কিছুই কি আর নেই?",0,0,0,0,0,0
আ খ ম ভাইয়ের নাটক তো অনেক সুন্দর খাওয়াটা আর একটু বেশি হলে ভালো হতো,0,0,0,0,0,0
জুতা মেরে গরু দানবাহ মাগি বাহ,1,0,0,0,0,1
খানকির পুলা দেখ তগো একটা একটা করে সব নায়িকাকে শেষ করতাছে ।ভুদার ভিতর যে রস আছে সেইটা সাকিব খাইতাছে ।,1,0,0,0,0,1
বৃন্দাবন দাসের নাটক মানেই অসাধারণসুখ দুঃখ হাসি কান্না মিশ্রিত শিক্ষনীয় নাটক নাটকটা দেখে আমি সত্যিই আবেগাপ্লুত হয়ে গেছি,0,0,0,0,0,0
হ্যাশ ট্যাগ #আশ্চর্য,0,0,0,0,0,0
তোর পাছায় ওই দড়ি দিয়া দিমু,0,0,0,1,0,0
ভালবাসে চ্যাকা খাওয়া বড় কথা নয় ভালবাসায় অংশগ্রহন করাটাইয় বড় কথা বাণীেত রিপনবিডিওসত্যি এই নাটকের মাঝে মিল আছে,0,0,0,0,0,0
হাতিরঝিল কয়েকদিন পর হয়তো দ্বিতীয় বৃহত্তম বাণিজ্যিক এলাকা হিসেবে আত্মপ্রকাশ করে উঠবে,0,0,0,0,0,0
রোহিংঙ্গারা যদি মুসলিম না হোয়ে ভারতিও মালু হতো এতখনে জামাই আদর করে সরকার মালুদের দেশে নিয়ে আসছো,0,1,1,0,0,0
ভাইসাব এই গরম এর একটা ভিডিও চায় ।,0,0,0,0,1,0
অসাধারণ নাটক নিশো তানজিন তিসার অভিনয় খুব ভালো,0,0,0,0,0,0
"কি আমাদের দেশ বসুন্ধরা তারি মাঝে এই খানকি মাগি হইছে আচুদা, চোদা নেওয়ার শখ বাড়ছে কুত্তা দিয়া চুদা নে চুতমারানি।",1,0,0,0,0,1
প্রতিটা মানুষের ক্ষেত্রে জীবনে একবার হলেও তার প্রিয় মানুষটাকে হারানোর জরুরী অন্তত প্রিয়র গুরুত্ব টা বোঝার জন্য,0,0,0,0,0,0
নীচের জামা খুলে লেংটা রাখছে ভাল লাগবে,1,0,0,0,0,0
খুব ভালো অনেক ভালো অভিনয় বিশেষ করে শাহনাজ খুশির দুই ছেলের অভিনয় অসাধারণ এরা নতুন বুঝাই যায় না আসলে রক্তেই এদের অভিনয় এরা দুইজন অনেক দূর যাবে,0,0,0,0,0,0
আমার দেখা সেরা নাটক অনেক হাসলাম শামিম তুমি বেস্ট ভাই,0,0,0,0,0,0
চমৎকার সুন্দর নাটক বাস্তবতা প্রকাশ পায় এইসব নাটকে,0,0,0,0,0,0
নাটকের জন্য বিখ্যাত বাংলাদেশ আমার মনে হয়,0,0,0,0,0,0
অপূর্ব অনেক জনের মধ্যে একজন,0,0,0,0,0,0
"এই জায়েদ শালার পুত একটা হাই লেভেলের বেয়াদব, সে বড়দেরকে নাম ধরে ডাকে, আচ্ছা মান্না ভাই, সালমান শাহ ভাই উনারা কি হিরো ছিলনা, ওদের কথা বাদ দিলাম, বর্তমানে সাকিব খান চলচ্চিত্র ধরে রাখছে সে কি হিরো না, শালার পুত জায়েদ, এই জায়িদকে জুতা দিয়া মারা দরকার",1,0,0,1,0,1
নামাযের দাওয়াতটা খুব ভালো ছিলো অনেক ধন্যবাদ,0,0,0,0,0,0
এটা তো হবেই কারন হল তোমরা হলে মুসলমান নমধারী হিনদুর বংশধর মালাউনের বাচচারা মুসলমানের কাননা তুদের কানে পেীচায় না,0,0,1,0,0,0
দেখা শুরু করলাম আশা করি ভালো হবে,0,0,0,0,0,0
অসাধারণ একটি নাটক,0,0,0,0,0,0
কিছু অনূভুতি ভালবাসার আর কিছু না পাওয়ার মিথ্যা আশ্বাস এ নিয়ে ভালো থাকা,0,0,0,0,0,0
এই নাটক দেখে বাংলা সিনেমার পরিচালকদের অনেক কিছু শেখার আছেযে৭৮জন মানুষ দিয়ে কত ভালো নাটক বানায়,0,0,0,0,0,0
এই বালপাকনা মাগী রে নিয়া আজকের এপিসোড টা বরবাদ করলেন।,1,0,0,0,0,1
"মুস্লিম জাতি ই হইছে মূর্খের বাল, নাস্তিকের উত্তর আর কি দিবো!",0,0,1,0,0,0
আওমিলিগ একের পর এক ঘঠনা করে জাছছে প্রমান সহশিকারুতি মিলার পর পর ওকোন বিচার নাই। দল থেকে সুদু বহিসকার। আর বিএন পি জামাত গুম খুন জেল ফাসি সব নিজজা তনের শিখার। এর প্রতিবাদ করার মত কি কেহ নাই। জাতিসংগে এর বিচার চাওয়া হোক।,0,1,0,0,0,0
আরিফ খানের পুটকি দিয়ে আমি হিরু আলম রে ডুকাইতে চাই আর আরিফ খান রে মোটা আপার পুশি রে খাওয়াইতে চাই মোটা আপার পুশি নাকি অনেক ক্ষুদার্থ,1,0,0,0,0,1
গরুর হাটের ধোলাই ও মাফ চাওয়াটা কেমন ছিলো! আবাল?,0,0,0,0,1,1
হে কিছু কুলাঙ্গার আছে সব ধর্মের মধ্যে,0,1,0,0,0,0
তাই মনে প্রশ্ন জাগে দাদের গত নির্বাচনে হেল্প করার নজরানা দেওয়া হচ্ছে নাতো দেশের মুক্তিযোদ্ধা আর সাধারণ মানুষ না খেয়ে মরছে আর সরকার কোটি টাকা ভারতে ঢেলে দিচ্ছে ।,0,1,0,0,0,0
"আল্লাহর হুকুম ছাড়া আমার ধোন খাড়া হয়না, আবার হাত ও মারি আল্লাহর হুকুমেই।",1,0,1,0,0,0
আমার দেখে সেরা নাটকগুলোর মধ্যে একটি,0,0,0,0,0,0
পাকিদের বলছি রেন্ডিয়ার সাথে ফালতু জামেলা না করে মায়ানমারেরর নির্যাতিত রোহিঙ্গাদের সাহায্য করো।,0,1,0,0,0,0
পাকিস্তানের হুমকি পেয়ে ভারত বুঝি ভয় পেয়ে ঈদুরের গর্ত খুজছে,0,0,0,0,1,0
"কোর্টের মত বিজ্ঞ সংস্থা কেমনে প্রথম প্রায়োরিটিগুলো স্কিপ করে, তৃতীয় চতুর্থ প্রায়োরিটি নিয়ে ছদবদ করে একটা রায় দিয়ে দিলো",0,0,0,0,0,0
"তুই পরকালে বিশ্বাস করচ না আবার আল্লাহ কে কি বিচার দিবি,তোর বিচার তো আল্লাহ পরকালে করবেই,তোর ফেমেলির সবাই নাস্তিক,এখন থেকে তুই ও নাস্তিক হয়ে গেলি,মর শালির ঘরের শালি,জন সম্মুখে জুতা মারা এবং ডিম থেরাপি দেয়া উচিত তোকে,নষ্টা!",1,0,1,0,0,0
আজ থেকে আগে এরকম পরিবার বাস্তবে ছিল শাহানাজ খুশি অসম্ভব ভালো অভিনয় করেছেন,0,0,0,0,0,0
ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত ।,1,0,1,0,0,1
"বি এন পি, দলটি পুরায় অশিখিতো শালার শালারা",0,0,0,0,0,1
একই খেলা খেলতে যেয়ে তুমি সহ তিন জন আউট হলে । জয়ের লক্ষ্য তোমাদের ছিল না । ছিল ঐ ইস্টাইলে খেলা ।,0,0,0,0,1,0
এখন গাড়ি চালা এরপর হিজাব এভাবেই তো আস্তে আস্তে বদলাবে। হায়রে ছৌদি এই কুলাঙ্গারের ফাসি চাই,0,0,1,0,0,0
এটা দারুন আজ থেকে আমিও চেষ্টা করবো নিয়মিত নামাজ পড়ার,0,0,0,0,0,0
"হিন্দু মানে অশান্তির ধর্ম,তারাই মুসলমানদেরকে নির্যাতিত করছে",0,0,1,0,0,0
জিয়াউল হক পলাশ ভাই কাবিলা তোমার নাটক গুলা সেরা ভাই,0,0,0,0,0,0
সত্য অসাধারন নাটক এত সুন্দরনাটক উপহার দেয়ার জন্য ধন্যবাদ,0,0,0,0,0,0
তুই কোন ভালো মানুষের বাচ্চা যে তুই অন্যের কাজ নিয়া সমালোচনা করিস।,0,1,0,0,0,0
গানের সুর শুনলেই কুত্তাগুলাও দৌড় দেয়,0,0,0,0,1,1
দুই মেয়ে বারান্দা দিয়ে তাকিয়ে আছে রাস্তার দিকে,0,0,0,0,0,0
এর সেরা নাটক দেয়ার জন্য অনেক ধন্যবাদ মিজানুর রহমান আরিয়ান ভাইকে আফরান নিশো বস কে নিয়ে নতুন কিছু বলার নেই অসাধারণ,0,0,0,0,0,0
যারা আল্লাহকে বিশ্বাস করে না তারা মানে যে তারা বানরে থেকে এসেছে সময়ের বিবর্তনের ফলে।।। হাস্যকর বিষয় তাইনা,0,0,1,0,0,0
"এই ধর্ষকদের নীতি, আদর্শ এক এবং অভিন্ন",0,1,0,0,0,0
আবেগীয় কম্পলিকেশনগুলো খুব থ্রিলিং ছিল সত্যি অসাধারন রোজার ঈদে শুধু এই নাটক দেখেছিলাম এই বার এর ঈদেও অধীর আগ্রহে শুধু এটিই দেখেছি যাক ভাল লাগলো,0,0,0,0,0,0
"অন্ধকারে ভেসলিন ভেবে ফেবিকল লাগিয়ে সহবাস, তারপরের দৃশ্য হাসপাতালে",1,0,0,0,1,0
ওঁকে জুতার মালা আর গো মুত্র প্রদান করা হোক । ভারত সালের পর থেকে শুধু বাংলাদেশের খতি করেছে এবং চেয়েছে। ভারতের মত তথাকথিত বন্ধু দেশের চাইতে বন্ধু হীন থাকাই ভাল ।,0,0,0,0,0,1
যার যার অবস্থান থেকে আওয়াজ তোলোন এই নাস্তুিক কে যেন জার্মান সরকার তার দেশ থেকে লাথি মেরে বের করে দেয়। এদের পাপের কারনেই দুনিয়াতে আল্লাহর আজাব নেমে আসে।,0,0,1,1,0,0
বঙ্গবন্ধুর নাম দিয়ে আওয়ামী লীগের বাড়িঘর দখল...,0,0,0,0,0,0
সরকার ভিন্ন মত সয্য করতে পারছে না,0,1,0,0,0,0
ভালোবাসায় কিছু ত্যাগকিছু সাপোর্ট অনেক বেশি দরকারদারুন কাজ,0,0,0,0,0,0
কু-প্রস্তাবে রাজি না হওয়ায় হিন্দু বিধবাকে বেধড়ক পেটালো আওয়ামীলীগ নেতার ছেলে,0,1,0,0,0,0
এই তোমাদের রেট কত? তোমরা কি দুজনে একসাথে আসবা?,1,0,0,0,0,0
অনেক দিন পরে ভালো একটা নাটক দেখলাম আর কিছু শিক্ষতে পারলাম,0,0,0,0,0,0
স্ত্রীকে ভ্যানে চেপে চুঁদে গেল পুলিশ স্বামী,1,0,0,0,0,0
আজ খুব একটা বাজে অভিশাপ দিতে ইচ্ছে করছে সড়ক পরিবহণ শ্রমিক ফেডারেশানের মাথাগুলোকে,0,0,0,0,0,0
অসংখ্য ধন্যবাদ পরিচালক কে এবং প্লেয়ার বিন্দু কে বর্তমান সমাজের সাথে মিলে গেছে নাটক টিতাই করো পরিবারে শান্তি নেই,0,0,0,0,0,0
এইটা কয় নাম্বার ছদ্মবেশ ছিলো ।,0,0,0,0,1,0
আমার এত সময় নাই । মতি মিয়া কচু ক্ষেতের ধার ধারেনা,0,0,0,0,1,0
আর কত মৃত্যু দেখতে হবে।আর কত মৃত্যু হলে চালক সচেতন হবে।,0,0,0,0,0,0
‘মতিঝিল’ নামটা শুনেই বুঝা যায় এখানে কোনও একসময় সম্ভবত ঝিল ছিল,0,0,0,0,0,0
আপনার শ্রমিকদের বেতন দেননি কেন ভাই?,0,0,0,1,0,0
খানকির পোলার সরকারের দালালরা তোদের এখন এগুলা ছাডা আর কোন কাজ নাই,1,0,0,0,0,1
অসাধারণ নাটক সত্যিই অসাধারণ,0,0,0,0,0,0
অসাধারণ একটা নাটক অনেক কিছু শেখার আছে,0,0,0,0,0,0
নুসরাত জাহান মুসলিস নামে কলঙ্ক।ওকে আমরা সোবাই ঘৃণা করি।,0,0,0,0,0,1
"ভারতে জঙ্গি হামলা ভারতীয় জঙ্গিদের খুঁজে বের না করে, বাংলাদেশে জঙ্গি সন্ধান কেন?",0,1,0,0,0,0
জামায়াতের রাজনীতি করার নৈতিক অধিকার নেই বলায় এই পুলিশ কে হাছান মাহমুদের দয়িত্ব দিবেন প্রধানমন্ত্রী,0,1,0,0,0,0
কে অনুরুদ জানাবো বাংলাদেশে বসে ভারতের খবর এতো বেশী দিবেন্না। দেশ টাতে কিহয় নাহয় সেটানিয়ে আপনাদের মাথাবেথা থাকতে পারে বাঙালীদের কোনো মাথা বেথা নায়। আপ্নাদের কাছে বাংলাদেশের খবরের চেয়ে খবর বেশী কেনো। দালালি করেন মনেহয়।,0,1,0,0,0,0
মিয়ারমার একটি হারামি রাষ্ট্র। পৃথিবীর মানচিত্র থেকে তাদের নাম মুচেফেলা উচিৎ।,0,0,0,1,0,0
কাবিলার কথার স্টাইল দারুন ছিলো,0,0,0,0,0,0
এরা বাঘ নয় ছাগল আর যারা এদের মাতবর তাদের অতীত ইতিহাস তো সবার জানা । সবাইকো বাদ দিয়ে নতুন দল গঠন করুন ছি ছি লজ্জা লজ্জা ।,0,0,0,0,1,1
‘মনে হচ্ছে না আমি আপনার বাচ্চা?’ থিওরিটা দেয়ার আগেই সে মট করে ঘাড়ে মোচড় দিলো,0,0,0,0,0,0
তুই বেস্যালিগের জারজ।,1,0,0,0,0,1
"বাবা ছিল কম্বল চোর, আমি হলাম ভোট চোর",0,0,0,0,1,0
সব থেকে ভাল লেগেছে নামাজ কথা,0,0,0,0,0,0
মাইগ্যা,1,0,0,0,0,0
অনেক বার দেখার পরেও আজকে আবার দেখলাম জানি না আরো কতবার দেখি আসলে এটা তো বারবার দেখার মত একটা নাটক,0,0,0,0,0,0
আমাদের আশেপাশেই আছে আমাদের ‘ঔষুধ না খেতে হেল্প’ করার স্টেপস গুলো,0,0,0,0,0,0
... আর আমি ভাবতে থাকি কাল কি গল্প বানাবো? “মৌমাছি এসেছে বাঁচাও বাঁচাও” বলে মশাকে মৌমাছি বানিয়ে কালকের দিনটা না হয় পার করতে পারব,0,0,0,0,0,0
অনেক সুন্দর হয়ছেতবে যদি ছেলে কে কোরঅান শিক্ষা দিতো তাহলে কষ্ট পেতে হতো না,0,0,0,0,0,0
নাটক টা একটু বেশিই ভালো লাগল কারণ নামাজের দাওয়াত থাকায়,0,0,0,0,0,0
ওকে ফাসি দেওয়া হোক কোথাকার হিজরা মেয়েদের কেউ কখনো মারে ওরা তো এমনিতেই দুরবল তুই কতবর বাহাদুর ছেলেদের সাথে লাগ সালা হিজরা,0,1,0,0,0,0
মিজানুর রহমান আরিয়ান আপনার জন্যে শুভ কামনা সব সময় যেন শুভ বুদ্ধি ও গুনগত মান বজায় রেখে কাজ করতে পারেন তার জন্যে রইল অফুরন্ত ভালোবাসা,0,0,0,0,0,0
“আচ্ছা রাখি তাহলে”,0,0,0,0,0,0
পুয়ের্তো রিকোর এক মেয়ে দৌড়াতে যেয়ে পায়ে ব্যাথা পেলো... কাল তার দলগত ৪ x ১০০ মিটার রিলের ফাইনাল ইভেন্ট ... কি করবে?,0,0,0,0,0,0
হাজারো শুরের মাঝে মসজিদের আজানটাই অনেক মধুর,0,0,0,0,0,0
সব চাইতে অপূর্ব এর অভিনয় ভালো লাগলো,0,0,0,0,0,0
খান্কি মাগির পোলা,1,0,0,0,0,1
‘আলাদা আলাদা ৪৭ টা মেয়ে তোমাকে পাপড়ি দিয়েছে?’,0,0,0,0,0,0
তর মায়রে বাপ,1,0,0,0,0,0
নামাজের উপদেশটাই সব চেয়ে ভালো ছিলোএরকম আরো দেখতে চাই যেখানে কিছুনা কিছু উপদেশের বার্তা থাকবেগুড জব বেষ্ট অফ লাক,0,0,0,0,0,0
দেখা শুরু করলাম আশা করি ভালো লাগবে,0,0,0,0,0,0
এক কথায় অসাধারণ হয়েছে বাস্তব জীবনের সাথে মিলে যায়,0,0,0,0,0,0
অসাধাৱন একটা নাটকসবাৱ অভিনয় ভাল হয়েছে,0,0,0,0,0,0
তবুও আমি তোরে নিয়া যামু শুয়োরের বাচ্চা,1,0,0,0,0,1
"সেখানে রাস্তায় রাস্তায় লেখা থাকবে, এখানে প্রস্রাব করা যাইবে... এখানে ময়লা ফেলা যাইবে",0,0,0,0,0,0
যে জেগে ঘুমায় তারে জাগানো দায় ।,0,0,0,0,1,0
অসভ্য বর্বর বেহায়া ভোট ডাকাত সকল প্রকার খারাপ কাজের চ্যাম্পিয়ন শেখ হাসিনার সরকারের বিকল্প আর নেই,0,0,0,0,0,0
নান্নু সাহেব একজন গন্ড মুর্খ অগ্রপশ্চাৎ বিবেচনা না করে কিভাবে দল নির্বাচন করে,0,0,0,0,1,0
